gene_name,BP,CC,MF
NCOA1,"['GO:1904179', 'GO:0021549', 'GO:0021766', 'GO:0032870', 'GO:0042789', 'GO:0032570', 'GO:0060179', 'GO:0035357', 'GO:1904017', 'GO:0044849', 'GO:0008584', 'GO:0043065', 'GO:1900076', 'GO:0021854', 'GO:0032355', 'GO:0045944', 'GO:0000435', 'GO:0045925', 'GO:0021987', 'GO:0002155', 'GO:0030520', 'GO:0045666', 'GO:0032526', 'GO:0045893', 'GO:0050847', 'GO:0007595']","['GO:0032991', 'GO:0090575', 'GO:0005829', 'GO:0005667', 'GO:0000785', 'GO:0005634', 'GO:0005886', 'GO:0005654']","['GO:0046983', 'GO:0044877', 'GO:0003682', 'GO:0016922', 'GO:0030331', 'GO:0003713', 'GO:0000977', 'GO:0061733', 'GO:0046965']"
NCOA2,"['GO:1904179', 'GO:0032870', 'GO:0042789', 'GO:0032570', 'GO:0045879', 'GO:0006355', 'GO:0035357', 'GO:1904017', 'GO:0032922', 'GO:1900076', 'GO:0045944', 'GO:0000122', 'GO:0045475', 'GO:0010906', 'GO:0019216']","['GO:0032991', 'GO:0090575', 'GO:0005667', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0005654', 'GO:0016604']","['GO:0046983', 'GO:0003682', 'GO:0016922', 'GO:0019904', 'GO:0140416', 'GO:0003713', 'GO:0001162', 'GO:0000978', 'GO:0017162']"
NCOA4,"['GO:0071391', 'GO:0006879', 'GO:0009725', 'GO:0071394', 'GO:0006622', 'GO:0030520', 'GO:0008584']","['GO:0005654', 'GO:0005776', 'GO:0005694', 'GO:0044754', 'GO:0031410', 'GO:0005634']",['GO:0003713']
NCOA6,"['GO:0007507', 'GO:0006974', 'GO:0007420', 'GO:0030099', 'GO:0009725', 'GO:0045944', 'GO:0006352', 'GO:0045893']","['GO:0005829', 'GO:0005667', 'GO:0044666', 'GO:0005634', 'GO:0005654', 'GO:0035097']","['GO:0046966', 'GO:0003682', 'GO:0030331', 'GO:0019899', 'GO:0003713', 'GO:0046965']"
NDUFAF6,['GO:0032981'],"['GO:0005739', 'GO:0005743', 'GO:0005737', 'GO:0005634']",[]
NFKB1,"['GO:0010744', 'GO:0060261', 'GO:0098586', 'GO:1904385', 'GO:0097398', 'GO:0071260', 'GO:0090263', 'GO:2000630', 'GO:0043066', 'GO:0032695', 'GO:0033209', 'GO:0010884', 'GO:0010629', 'GO:1900127', 'GO:0050853', 'GO:0050728', 'GO:0035994', 'GO:0007249', 'GO:0071316', 'GO:0006357', 'GO:0071354', 'GO:0006954', 'GO:0038061', 'GO:0006366', 'GO:0060056', 'GO:0010957', 'GO:1900016', 'GO:0010875', 'GO:0007254', 'GO:0045944', 'GO:0071359', 'GO:0000122', 'GO:0006915', 'GO:0045893', 'GO:0140367', 'GO:0071222']","['GO:0035580', 'GO:0035525', 'GO:0005576', 'GO:0033256', 'GO:0005829', 'GO:0005667', 'GO:0000785', 'GO:0005737', 'GO:0034774', 'GO:0005634', 'GO:0005739', 'GO:0005654']","['GO:0042805', 'GO:0000976', 'GO:0003682', 'GO:0001228', 'GO:0000981', 'GO:0000977', 'GO:0042802', 'GO:0000978', 'GO:0001227', 'GO:0003712', 'GO:0003700']"
NFYA,"['GO:0006357', 'GO:0006355', 'GO:0006366', 'GO:0048511', 'GO:0045944', 'GO:0045893']","['GO:0005654', 'GO:0016602', 'GO:0090575', 'GO:0000785', 'GO:0032993', 'GO:0005634']","['GO:0003677', 'GO:0000978', 'GO:0000981', 'GO:0003700']"
NFYB,"['GO:0006357', 'GO:0006355', 'GO:0045944', 'GO:1990830']","['GO:0005654', 'GO:0016602', 'GO:0090575', 'GO:0000785', 'GO:0032993', 'GO:0005634']","['GO:0003677', 'GO:0140297', 'GO:0000978', 'GO:0046982', 'GO:0000981', 'GO:0003700', 'GO:0001228']"
NFYC,"['GO:0006357', 'GO:0006355', 'GO:0045944', 'GO:0006457']","['GO:0005654', 'GO:0016602', 'GO:0090575', 'GO:0000785', 'GO:0032993', 'GO:0005634']","['GO:0003677', 'GO:0000978', 'GO:0046982', 'GO:0000981', 'GO:0003700', 'GO:0001228']"
NOS3,"['GO:0019430', 'GO:0006816', 'GO:0001542', 'GO:0007281', 'GO:0009725', 'GO:0097746', 'GO:0045766', 'GO:0006809', 'GO:0010628', 'GO:2001234', 'GO:0060412', 'GO:0007283', 'GO:0007263', 'GO:0048477', 'GO:0042311', 'GO:1902042', 'GO:0017148', 'GO:0001525', 'GO:0051926', 'GO:0006417', 'GO:0034405', 'GO:0032496', 'GO:0014806', 'GO:0043536', 'GO:0001974', 'GO:0031644', 'GO:0001701', 'GO:0031663', 'GO:0010467', 'GO:0046209', 'GO:0070168', 'GO:0003180', 'GO:0061157', 'GO:0030324', 'GO:0006527', 'GO:0006606', 'GO:0051726', 'GO:0002028', 'GO:0045776', 'GO:0009408', 'GO:0003184', 'GO:0046146', 'GO:0048873', 'GO:0010544', 'GO:0048662', 'GO:0008217', 'GO:0043267', 'GO:0003203', 'GO:0097190', 'GO:0006813', 'GO:0007005', 'GO:0014740', 'GO:0045454', 'GO:0008285', 'GO:0043542', 'GO:0003100', 'GO:0045747']","['GO:0005901', 'GO:0005886', 'GO:0010494', 'GO:0000932', 'GO:0005634', 'GO:0005794', 'GO:0000139', 'GO:0005856', 'GO:0005829', 'GO:0030666', 'GO:0005737', 'GO:0048471', 'GO:0005654']","['GO:0003729', 'GO:0003723', 'GO:0034618', 'GO:0008270', 'GO:0016175', 'GO:0004517', 'GO:0097110', 'GO:0005516', 'GO:0020037', 'GO:0050661', 'GO:0034617', 'GO:0008047', 'GO:0010181', 'GO:0046870', 'GO:0003785', 'GO:0050660']"
NPC1,"['GO:0030299', 'GO:0046686', 'GO:0042632', 'GO:0015918', 'GO:0046718', 'GO:0009101', 'GO:0033344', 'GO:0009410', 'GO:0010467', 'GO:0032365', 'GO:0031579', 'GO:0012501', 'GO:1904262', 'GO:0090150', 'GO:0071383', 'GO:0006897', 'GO:0008206', 'GO:0007041', 'GO:0022008', 'GO:0016242', 'GO:0001889', 'GO:0008203', 'GO:1904036', 'GO:0007628', 'GO:0006914', 'GO:0010878', 'GO:0071404', 'GO:0016236', 'GO:0032367', 'GO:0030301']","['GO:0005765', 'GO:0045121', 'GO:0005576', 'GO:0031902', 'GO:0070062', 'GO:0005764', 'GO:0005635', 'GO:0005794', 'GO:0005886', 'GO:0016020', 'GO:0048471', 'GO:0005783']","['GO:0038023', 'GO:0120020', 'GO:0004888', 'GO:0015485', 'GO:0001618']"
NPC1L1,"['GO:0042157', 'GO:0051180', 'GO:0030299', 'GO:0042360', 'GO:0006695', 'GO:0042632', 'GO:0015918', 'GO:0030301', 'GO:0071501']","['GO:0030659', 'GO:0016324', 'GO:0005886']","['GO:0031267', 'GO:0042803', 'GO:0008431', 'GO:0031489', 'GO:0015485']"
NPC2,"['GO:0042632', 'GO:0009615', 'GO:0033344', 'GO:0019747', 'GO:0010467', 'GO:0046836', 'GO:0032366', 'GO:0008203', 'GO:0010878', 'GO:0015914', 'GO:0032367', 'GO:0030301']","['GO:0005576', 'GO:0070062', 'GO:0005764', 'GO:0043202', 'GO:0035578', 'GO:0005770', 'GO:0005783']","['GO:0120020', 'GO:0019899', 'GO:0015485']"
NPRL3,"['GO:0048738', 'GO:0035909', 'GO:0034198', 'GO:0010508', 'GO:0003281', 'GO:1904262', 'GO:0060021']","['GO:0005765', 'GO:1990130']",['GO:0005096']
NR0B2,"['GO:0045892', 'GO:0009749', 'GO:0045471', 'GO:0010629', 'GO:0032922', 'GO:0007219', 'GO:0007623', 'GO:0000122', 'GO:0008203', 'GO:0031100', 'GO:0010628', 'GO:0045893', 'GO:0032024']","['GO:0032991', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0005654']","['GO:0046966', 'GO:0044877', 'GO:0042803', 'GO:0016922', 'GO:0019904', 'GO:0003714', 'GO:0140416', 'GO:0042975', 'GO:0046965']"
NR1H3,"['GO:0070328', 'GO:0010883', 'GO:0042752', 'GO:0042632', 'GO:0055092', 'GO:0042789', 'GO:0032376', 'GO:0032570', 'GO:0030154', 'GO:0010867', 'GO:0090188', 'GO:1903573', 'GO:0030522', 'GO:0090341', 'GO:0034145', 'GO:0050728', 'GO:0043277', 'GO:0055088', 'GO:0045861', 'GO:0120163', 'GO:0060336', 'GO:0043031', 'GO:0010875', 'GO:0045944', 'GO:0000122', 'GO:0009755', 'GO:0010745', 'GO:0032369', 'GO:0048550', 'GO:0036151', 'GO:0045723', 'GO:0046889', 'GO:0010887', 'GO:0045893', 'GO:0071222']","['GO:0090575', 'GO:0005829', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0043235', 'GO:0005654']","['GO:0008270', 'GO:0000976', 'GO:0004879', 'GO:0001228', 'GO:0003677', 'GO:0031490', 'GO:0000981', 'GO:0015485', 'GO:0000978', 'GO:0032810']"
NR1H4,"['GO:0032703', 'GO:1904179', 'GO:0061178', 'GO:0042632', 'GO:0055089', 'GO:0035356', 'GO:0071222', 'GO:0030154', 'GO:0045087', 'GO:0043066', 'GO:0070857', 'GO:0006355', 'GO:0010988', 'GO:0071638', 'GO:0032720', 'GO:0090181', 'GO:0042742', 'GO:0030522', 'GO:0043124', 'GO:0034162', 'GO:1903413', 'GO:0050728', 'GO:0032715', 'GO:0007219', 'GO:0046628', 'GO:2001250', 'GO:0006357', 'GO:0071398', 'GO:0006954', 'GO:0001678', 'GO:0032740', 'GO:0010804', 'GO:0008206', 'GO:0032689', 'GO:0015721', 'GO:0035774', 'GO:0006366', 'GO:0007043', 'GO:1905695', 'GO:0045944', 'GO:0000122', 'GO:0038185', 'GO:0010903', 'GO:0032692', 'GO:0045893']","['GO:0090575', 'GO:0005829', 'GO:0097542', 'GO:0000785', 'GO:0005634', 'GO:0043235', 'GO:0016607', 'GO:0005654', 'GO:0000791']","['GO:0008270', 'GO:1902122', 'GO:0000976', 'GO:0038186', 'GO:0004879', 'GO:0016922', 'GO:0001228', 'GO:0032052', 'GO:0000981', 'GO:0000977', 'GO:0043565', 'GO:0000978', 'GO:0046965', 'GO:0003700', 'GO:0001221']"
NSDHL,"['GO:0060716', 'GO:0006695', 'GO:0001942', 'GO:0033490', 'GO:0007224', 'GO:0008203']","['GO:0005811', 'GO:0005789', 'GO:0005783']","['GO:0000252', 'GO:0016616', 'GO:0102175', 'GO:0003854']"
NT5C1A,"['GO:0006204', 'GO:0046085', 'GO:0046059', 'GO:0000255', 'GO:0046055', 'GO:0009116', 'GO:0006196']","['GO:0005737', 'GO:0005829']","['GO:0002953', 'GO:0000287', 'GO:0000166', 'GO:0008253']"
NUS1,"['GO:0001525', 'GO:0043048', 'GO:0038084', 'GO:0006489', 'GO:0042632', 'GO:1903589', 'GO:0032383', 'GO:0030154', 'GO:0090050']","['GO:0005789', 'GO:1904423']","['GO:0045547', 'GO:0046872']"
OCIAD1,"['GO:0046427', 'GO:0006897', 'GO:0061484', 'GO:2000736']","['GO:0005768', 'GO:0005739', 'GO:0005794', 'GO:0005764', 'GO:0016020']",[]
OLR1,"['GO:0042157', 'GO:0006954', 'GO:0007159', 'GO:0008015', 'GO:0002376', 'GO:0006508']","['GO:0045121', 'GO:0005654', 'GO:0005576', 'GO:0043235', 'GO:0035579', 'GO:0005886', 'GO:0016020', 'GO:0070821']","['GO:0042802', 'GO:0030246', 'GO:0005041']"
OR13J1,['GO:0050911'],['GO:0005886'],"['GO:0004984', 'GO:0004930']"
P2RY2,"['GO:0071318', 'GO:0007186', 'GO:0070257', 'GO:0007200', 'GO:0006873', 'GO:0097746', 'GO:0035589']",['GO:0005886'],"['GO:0031686', 'GO:0045030', 'GO:0038023', 'GO:0045028']"
P2RY8,"['GO:0160221', 'GO:0007186']",['GO:0005886'],"['GO:0045028', 'GO:0004930']"
PCDHB3,"['GO:0007155', 'GO:0007268', 'GO:0007399', 'GO:0007156', 'GO:0007416', 'GO:0016339']","['GO:0016020', 'GO:0045202', 'GO:0005886']","['GO:0005509', 'GO:0050839']"
PCDHGC4,"['GO:0007155', 'GO:0007399', 'GO:0007156', 'GO:0050808', 'GO:0043524']",['GO:0005886'],"['GO:0005509', 'GO:0050839']"
PCSK9,"['GO:0032802', 'GO:0042632', 'GO:0001920', 'GO:0010989', 'GO:0032805', 'GO:0002092', 'GO:0002091', 'GO:1905601', 'GO:1903783', 'GO:0030182', 'GO:0032869', 'GO:0007041', 'GO:0022008', 'GO:0042157', 'GO:0001889', 'GO:0008203', 'GO:0001822', 'GO:0009267', 'GO:0043523', 'GO:0016540', 'GO:0006644', 'GO:0006641', 'GO:0006915', 'GO:0043525']","['GO:0005765', 'GO:0005576', 'GO:0009986', 'GO:0036020', 'GO:1990667', 'GO:0030134', 'GO:0005737', 'GO:0005764', 'GO:1990666', 'GO:0031232', 'GO:0005794', 'GO:0005886', 'GO:0005788', 'GO:0048471', 'GO:0005769', 'GO:0005770', 'GO:0005783']","['GO:0004175', 'GO:0019871', 'GO:0034189', 'GO:0030547', 'GO:0141110', 'GO:0003723', 'GO:0034185', 'GO:0034190', 'GO:0030169', 'GO:0050750', 'GO:0070326', 'GO:0004252']"
PDSS1,"['GO:0008299', 'GO:0006744']","['GO:0005739', 'GO:0005759', 'GO:0032478', 'GO:0032476']","['GO:0046872', 'GO:0004659', 'GO:0046982', 'GO:0052923', 'GO:0097269']"
PDSS2,"['GO:0008299', 'GO:0021549', 'GO:0006744', 'GO:0050878']","['GO:0005739', 'GO:0005759', 'GO:0032478', 'GO:0032476', 'GO:0005829']","['GO:0004659', 'GO:0046982', 'GO:0052923', 'GO:0097269']"
PEX5,"['GO:0021795', 'GO:0048468', 'GO:0001764', 'GO:0044721', 'GO:0040018', 'GO:0051262', 'GO:0007006', 'GO:0021895', 'GO:0050905', 'GO:0016562', 'GO:0016558', 'GO:0045046', 'GO:0006625', 'GO:0031333', 'GO:0034614', 'GO:0016561', 'GO:0000038', 'GO:0007029', 'GO:0006635', 'GO:0016560', 'GO:0000425']","['GO:0032991', 'GO:0005829', 'GO:0005737', 'GO:0005739', 'GO:0005778', 'GO:0005794', 'GO:0005777', 'GO:0016020', 'GO:0005782']","['GO:0140597', 'GO:0000268', 'GO:0033328', 'GO:0005052', 'GO:0019899', 'GO:0031267']"
PFKFB1,"['GO:0006096', 'GO:1904539', 'GO:0006000', 'GO:0006094', 'GO:0006003']","['GO:0043540', 'GO:0005829']","['GO:0042802', 'GO:0005524', 'GO:0004331', 'GO:0003873']"
PFKFB3,"['GO:0006096', 'GO:0006000', 'GO:0010001', 'GO:0006915', 'GO:0006094', 'GO:0061744', 'GO:0006003']","['GO:0005654', 'GO:0043540', 'GO:0005829']","['GO:0005524', 'GO:0004331', 'GO:0003873']"
PGGT1B,['GO:0018344'],['GO:0005953'],"['GO:0008270', 'GO:0004662', 'GO:0004661']"
PIGH,['GO:0006506'],"['GO:0000506', 'GO:0005789', 'GO:0005783']",[]
PIK3C2A,"['GO:0048268', 'GO:0061024', 'GO:0006887', 'GO:0010508', 'GO:0014829', 'GO:0006661', 'GO:0007173', 'GO:0006897', 'GO:0048015', 'GO:0043491', 'GO:0016477', 'GO:0090050', 'GO:0008286', 'GO:0048008', 'GO:0036092']","['GO:0031982', 'GO:0005829', 'GO:0070062', 'GO:0005737', 'GO:0030136', 'GO:0005886', 'GO:0016020', 'GO:0005654', 'GO:0005802']","['GO:0030276', 'GO:0005524', 'GO:0035091', 'GO:0016303', 'GO:0035005', 'GO:0046934']"
PKLR,"['GO:0009749', 'GO:0007584', 'GO:0006096', 'GO:0032869', 'GO:0071872', 'GO:0001666', 'GO:0010038', 'GO:0042866', 'GO:0033198', 'GO:0051591']","['GO:0005829', 'GO:0070062', 'GO:0005737']","['GO:0030955', 'GO:0005524', 'GO:0048029', 'GO:0016301', 'GO:0004743', 'GO:0000287']"
PLA2G4C,"['GO:0019369', 'GO:0035556', 'GO:0036152', 'GO:0046475', 'GO:0140042', 'GO:0006663', 'GO:0006954', 'GO:0007567', 'GO:0036151', 'GO:0006644']","['GO:0005829', 'GO:0005635', 'GO:0005789', 'GO:0005886', 'GO:0016020', 'GO:0005654', 'GO:0005811', 'GO:0031966', 'GO:0005938']","['GO:0004622', 'GO:0008374', 'GO:0005509', 'GO:0005544', 'GO:0008970', 'GO:0005543']"
PLIN2,"['GO:0009410', 'GO:1905691', 'GO:0010890', 'GO:0015909', 'GO:0042149', 'GO:0019915']","['GO:0005811', 'GO:0005576', 'GO:0005829', 'GO:0005886', 'GO:0005634', 'GO:0005783']",[]
PLTP,"['GO:0034375', 'GO:0035627', 'GO:0046836', 'GO:0010875', 'GO:0030317', 'GO:0006869', 'GO:0006629', 'GO:0015914']","['GO:0005576', 'GO:0034364', 'GO:0005634']","['GO:0140340', 'GO:0120017', 'GO:1901611', 'GO:0034189', 'GO:0140338', 'GO:0120020', 'GO:0008526', 'GO:0120019', 'GO:1904121', 'GO:0097001', 'GO:0008035', 'GO:0140339', 'GO:0140337', 'GO:0120014', 'GO:0019992', 'GO:1990050', 'GO:0030169', 'GO:0031210', 'GO:0070300', 'GO:0008429']"
PMVK,"['GO:0070723', 'GO:0006695', 'GO:0016126', 'GO:0019287']","['GO:0016020', 'GO:0005829', 'GO:0005777', 'GO:0070062']","['GO:0004631', 'GO:0005524']"
PNLIP,"['GO:0061365', 'GO:0030299', 'GO:0006629', 'GO:0042632', 'GO:0034375', 'GO:0019433', 'GO:0006633']",['GO:0005576'],"['GO:0016298', 'GO:0047376', 'GO:0046872', 'GO:0008970', 'GO:0004465', 'GO:0004806']"
PNPLA2,"['GO:0010898', 'GO:0035356', 'GO:0019433', 'GO:0010891', 'GO:1905691', 'GO:0036155', 'GO:0019915', 'GO:0007603', 'GO:0160077', 'GO:0006651', 'GO:0055088']","['GO:0005829', 'GO:0005737', 'GO:0005789', 'GO:0005886', 'GO:0016020', 'GO:0005788', 'GO:0005654', 'GO:0005811']","['GO:0004465', 'GO:0004806', 'GO:0051265', 'GO:0051264', 'GO:0016411', 'GO:0004623', 'GO:0050253']"
POC5,"['GO:0061511', 'GO:0042462', 'GO:1903723']","['GO:0032391', 'GO:0005813', 'GO:0005814']",[]
POLR2F,"['GO:0006366', 'GO:0042797', 'GO:0006360']","['GO:0005654', 'GO:0001650', 'GO:0005665', 'GO:0005736', 'GO:0005829', 'GO:0005666', 'GO:0005634']","['GO:0003677', 'GO:0003899']"
PON1,"['GO:0046395', 'GO:0010875', 'GO:0009636', 'GO:0046470', 'GO:0008203', 'GO:0046434', 'GO:1901335']","['GO:0005576', 'GO:0070062', 'GO:0034364', 'GO:0072562', 'GO:0005789', 'GO:0034366']","['GO:0042803', 'GO:0005509', 'GO:0004064', 'GO:0102007', 'GO:0004063', 'GO:0005543']"
POR,"['GO:0043602', 'GO:0009812', 'GO:0007584', 'GO:0070988', 'GO:0009410', 'GO:0071548', 'GO:0019395', 'GO:0043066', 'GO:0140647', 'GO:0071375', 'GO:0090031', 'GO:0009725', 'GO:0022900', 'GO:0046210', 'GO:0090346', 'GO:0009437', 'GO:0032332', 'GO:0006809', 'GO:0071372', 'GO:0045880', 'GO:0061913']","['GO:0005829', 'GO:0043231', 'GO:0005789', 'GO:0016020']","['GO:0003958', 'GO:0004128', 'GO:0047726', 'GO:0019899', 'GO:0016787', 'GO:0050661', 'GO:0050660', 'GO:0008047', 'GO:0009055', 'GO:0010181', 'GO:0008941']"
PPARA,"['GO:0051898', 'GO:2000191', 'GO:0042752', 'GO:1903944', 'GO:0007584', 'GO:0006094', 'GO:0070166', 'GO:0008544', 'GO:0030154', 'GO:0006631', 'GO:0032000', 'GO:0045923', 'GO:1903038', 'GO:0045471', 'GO:0010467', 'GO:0035357', 'GO:0030522', 'GO:0035095', 'GO:0051607', 'GO:0046209', 'GO:0071332', 'GO:0032922', 'GO:0007507', 'GO:0050728', 'GO:1903427', 'GO:0030512', 'GO:0019217', 'GO:0042060', 'GO:0016567', 'GO:0032099', 'GO:0001666', 'GO:1900016', 'GO:0046321', 'GO:0042157', 'GO:0045944', 'GO:0000122', 'GO:0009755', 'GO:0010745', 'GO:0061052', 'GO:0032868', 'GO:0009267', 'GO:1902894', 'GO:2001171', 'GO:0010565', 'GO:0045820', 'GO:0046889', 'GO:0010887', 'GO:0045722', 'GO:0045776', 'GO:0045893', 'GO:0007595']","['GO:0090575', 'GO:0000785', 'GO:0005634', 'GO:0005654']","['GO:0001223', 'GO:0097371', 'GO:0019902', 'GO:0008270', 'GO:0031435', 'GO:0044877', 'GO:0004879', 'GO:0019904', 'GO:0001228', 'GO:0051525', 'GO:0003707', 'GO:0061629', 'GO:0003677', 'GO:0000981', 'GO:0043565', 'GO:0000978', 'GO:0001227', 'GO:0031624', 'GO:0008289', 'GO:0001216', 'GO:0003700']"
PPARD,"['GO:0050680', 'GO:0071456', 'GO:0045600', 'GO:0006631', 'GO:0014912', 'GO:0007507', 'GO:0051546', 'GO:0006357', 'GO:1904659', 'GO:0043491', 'GO:0000122', 'GO:0009755', 'GO:0060612', 'GO:0010628', 'GO:0006915', 'GO:0071222', 'GO:0009749', 'GO:0032966', 'GO:0042311', 'GO:0046697', 'GO:0045923', 'GO:0006029', 'GO:0006091', 'GO:0033189', 'GO:0008203', 'GO:0008654', 'GO:0010887', 'GO:0015908', 'GO:0043616', 'GO:0051897', 'GO:0008283', 'GO:0031669', 'GO:0008366', 'GO:0043066', 'GO:0007566', 'GO:0014823', 'GO:0030522', 'GO:0014842', 'GO:0042060', 'GO:0043415', 'GO:2000288', 'GO:0046321', 'GO:0006629', 'GO:0045662', 'GO:0045893', 'GO:0097009', 'GO:0045892', 'GO:0045684', 'GO:0048662', 'GO:0030154', 'GO:0009062', 'GO:0097190', 'GO:0006006', 'GO:0031589', 'GO:0050728', 'GO:0070346', 'GO:0035774', 'GO:0030308', 'GO:0045944', 'GO:1902894', 'GO:0006635']","['GO:0090575', 'GO:0000785', 'GO:0005634', 'GO:0005654']","['GO:0001223', 'GO:0008270', 'GO:0070539', 'GO:0051059', 'GO:0004879', 'GO:0000981', 'GO:1990837', 'GO:0003707', 'GO:0003677', 'GO:0003700', 'GO:0000978', 'GO:0001227', 'GO:0008289']"
PPARG,"['GO:0050872', 'GO:0071456', 'GO:0042789', 'GO:0045600', 'GO:0006631', 'GO:1903845', 'GO:0006357', 'GO:0048469', 'GO:1901202', 'GO:0045165', 'GO:1900076', 'GO:0010875', 'GO:0000122', 'GO:0009755', 'GO:1905461', 'GO:1904893', 'GO:0030855', 'GO:0010628', 'GO:1902895', 'GO:1904706', 'GO:0007584', 'GO:0045923', 'GO:0010888', 'GO:0010629', 'GO:0050873', 'GO:0016525', 'GO:0060392', 'GO:0030512', 'GO:0042593', 'GO:0060336', 'GO:0070165', 'GO:0160274', 'GO:0010887', 'GO:1905563', 'GO:0055088', 'GO:0140077', 'GO:0048511', 'GO:0045087', 'GO:0033993', 'GO:0035357', 'GO:0030522', 'GO:0045444', 'GO:0030509', 'GO:0015909', 'GO:0048384', 'GO:0071404', 'GO:1904597', 'GO:0030514', 'GO:0045893', 'GO:0001890', 'GO:1904179', 'GO:0045892', 'GO:0042752', 'GO:0048662', 'GO:0008217', 'GO:1903243', 'GO:0032376', 'GO:0045834', 'GO:0030154', 'GO:0043537', 'GO:0050728', 'GO:0032869', 'GO:0043409', 'GO:0030224', 'GO:2001235', 'GO:0045944', 'GO:0010745', 'GO:1902894', 'GO:0045668', 'GO:0090258']","['GO:0090575', 'GO:0000785', 'GO:0005634', 'GO:0005829', 'GO:0043235', 'GO:0005654']","['GO:0019899', 'GO:0043565', 'GO:0050692', 'GO:0046965', 'GO:0008270', 'GO:0097677', 'GO:0051393', 'GO:0004879', 'GO:0000981', 'GO:0050693', 'GO:0070412', 'GO:0003682', 'GO:0001228', 'GO:0042277', 'GO:0003677', 'GO:0140297', 'GO:0042802', 'GO:0003700', 'GO:0003690', 'GO:0000976', 'GO:0050699', 'GO:0004955', 'GO:0003676', 'GO:0070888', 'GO:0050544', 'GO:0000978', 'GO:0001227', 'GO:0001221']"
PPARGC1A,"['GO:0097009', 'GO:0002021', 'GO:0042752', 'GO:0065003', 'GO:0048662', 'GO:0042594', 'GO:0006094', 'GO:0050821', 'GO:0043524', 'GO:0008380', 'GO:0019395', 'GO:0006355', 'GO:0006397', 'GO:0001659', 'GO:0050873', 'GO:0032922', 'GO:0007005', 'GO:0007586', 'GO:0001678', 'GO:0046321', 'GO:0022904', 'GO:0006367', 'GO:0045944', 'GO:0034599', 'GO:0014850', 'GO:0060612', 'GO:0045333', 'GO:0051402', 'GO:0120162', 'GO:0010628', 'GO:0045722', 'GO:0045893']","['GO:0005829', 'GO:0016605', 'GO:0000785', 'GO:0005634', 'GO:0005654']","['GO:0031625', 'GO:0016922', 'GO:0061629', 'GO:0003723', 'GO:0003677', 'GO:0140297', 'GO:0106222', 'GO:0031490', 'GO:0003713', 'GO:0043565', 'GO:0003712']"
PPIG,"['GO:0006457', 'GO:0008380']","['GO:0005654', 'GO:0016363', 'GO:0005737', 'GO:0016607', 'GO:0005829', 'GO:0005634']","['GO:0016018', 'GO:0003755', 'GO:0003723']"
PRKAA1,"['GO:0110076', 'GO:0006695', 'GO:0071456', 'GO:0010508', 'GO:0072657', 'GO:0032007', 'GO:0007165', 'GO:0001666', 'GO:0010628', 'GO:1903109', 'GO:1903829', 'GO:0055089', 'GO:1903944', 'GO:0010332', 'GO:0019395', 'GO:0070050', 'GO:1905691', 'GO:0060627', 'GO:0010629', 'GO:0072659', 'GO:0042593', 'GO:0009411', 'GO:0009267', 'GO:0006914', 'GO:0043114', 'GO:0048511', 'GO:0031669', 'GO:0008610', 'GO:0071333', 'GO:0043066', 'GO:0014823', 'GO:0002842', 'GO:0071361', 'GO:0071466', 'GO:0061744', 'GO:1904262', 'GO:0048643', 'GO:0070301', 'GO:0062028', 'GO:1990044', 'GO:0071380', 'GO:0006633', 'GO:1904428', 'GO:0016055', 'GO:0061762', 'GO:0042149', 'GO:0071277', 'GO:0070507', 'GO:0045893', 'GO:0050870', 'GO:0097009', 'GO:1904179', 'GO:0033554', 'GO:0042752', 'GO:0043627', 'GO:0050995', 'GO:0006006', 'GO:0008284', 'GO:0031000', 'GO:0045821', 'GO:0034599', 'GO:0046318', 'GO:0045542', 'GO:0046627', 'GO:0009631']","['GO:0030424', 'GO:0036064', 'GO:0000785', 'GO:0005634', 'GO:0031588', 'GO:0016607', 'GO:0030425', 'GO:0016324', 'GO:0043025', 'GO:0005929', 'GO:0005829', 'GO:0005737', 'GO:0005654']","['GO:0004672', 'GO:0048156', 'GO:0004679', 'GO:0004674', 'GO:0140823', 'GO:0106310', 'GO:0005524', 'GO:0047322', 'GO:0046872', 'GO:0003682', 'GO:0004691', 'GO:0044877', 'GO:0050321']"
